id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
46694552,Central Park Charm |Stylish Guest Suite in Denver,15612930,Peter,,Stapleton,39.75585,-104.89497,Entire home/apt,86,2,285,2024-12-26,5.75,1,155,81,2020-BFN-0007095
46709807,Highlands  2BDR Victorian w/ Hot Tub,3023868,Ross,,West Highland,39.7637,-105.03923,Entire home/apt,159,3,30,2024-12-16,0.63,10,48,1,2021-BFN-0000789
46746974,NEW Design Guest House in Platt Park Neighborhood,11512929,David,,Platt Park,39.68393,-104.98401,Entire home/apt,127,1,287,2024-12-06,6.09,1,138,78,2021-BFN-0000134
46760458,Entire Historic Townhome in Central Area w/Parking,113951923,Morgan,,Five Points,39.7509,-104.97971,Entire home/apt,158,2,37,2023-12-21,0.76,1,12,0,2021-BFN-0010003
46793366,420 Indoor Smoker Friendly Downtown Denver1,277504731,Joseph,,Lincoln Park,39.727,-105.00171,Entire home/apt,265,1,67,2024-11-30,1.40,1,363,14,2020-BFN-0001664
46798345,Kasa | Accessible 2BD + Amenity Access | Denver,88566861,Kasa,,Union Station,39.75665,-105.00462,Entire home/apt,242,1,57,2024-10-25,1.16,12,248,2,2020-BFN-0003065
46816242,"Sunny Cozy Cottage, Dog Friendly Big Yard 2BR Home",33156641,Simone,,Regis,39.78862,-105.04456,Entire home/apt,181,2,148,2024-11-21,3.10,1,79,32,2020-BFN-0006356
46847951,2bd Luxury Carriage House in the Heart of Denver,60414610,Nate & Jenna,,Sloan Lake,39.75056,-105.03722,Entire home/apt,125,1,375,2024-12-22,8.84,1,77,97,2020-BFN-0006591
46851581,1B/1B Suite l Close to Stadiums l Kid Friendly!,4202402,Heidi,,West Colfax,39.73714,-105.04022,Entire home/apt,89,1,188,2024-12-02,3.98,1,114,62,2024-BFN-0011986
46919273,"Private suite, walkable to top rated bars/eateries",171537527,Michael,,Highland,39.76425,-105.0057,Entire home/apt,78,1,150,2024-12-14,4.27,1,355,43,2023-BFN-0025707
46923175,West Highlands Private Basement Bungalow,12744104,Mycah,,West Highland,39.76938,-105.03663,Entire home/apt,134,2,30,2024-09-22,0.62,2,3,4,2020-BFN-0006579
46925783,Denver Square Mother-in-Law suite,98301801,Chayla,,Whittier,39.75276,-104.96965,Entire home/apt,86,1,206,2024-12-22,4.32,1,148,41,2021-BFN-0000346
46943238,Private Apt/Shared Entrance/Blocks from Downtown,10653789,Jim,,North Capitol Hill,39.741207,-104.97644,Entire home/apt,110,2,329,2024-12-26,6.69,1,298,76,2020-BFN-0005164
47023490,The Monocle — Designer Black & White Room by RiNo,106845625,Andy,,Whittier,39.7618,-104.96583,Private room,87,1,157,2024-11-17,3.23,2,18,42,2020-BFN-0005187
47058767,Historic Butler's Apartment in city with parking,186166480,Penelope,,Capitol Hill,39.73083,-104.98476,Entire home/apt,95,29,46,2024-10-13,0.94,4,358,4,2020-BFN-0000345
47075662,Luxury Cherry Creek Mid-Century Modern Townhouse,52639692,Rachel,,Cherry Creek,39.72413,-104.94633,Entire home/apt,120,30,12,2024-03-16,0.26,6,209,1,
47096870,Modern Oasis in Washington Park/Walkable,25518591,Amanda,,Speer,39.71599,-104.97917,Entire home/apt,66,30,13,2024-02-01,0.31,2,273,1,
47103538,"The BARN - Washington Park, Private Guesthouse",18360538,Rebekah,,Washington Park West,39.70715,-104.98427,Entire home/apt,135,2,281,2024-12-06,6.19,1,80,66,2021-BFN-0000946
47112219,The Jungalow,104696124,Lucas,,Barnum,39.71796,-105.03469,Entire home/apt,307,2,97,2024-09-17,2.19,1,365,3,2021-BFN-0007284
47116912,Curated & Comfy near Downtown - Extended Stay!,380711824,Ariel,,Cheesman Park,39.73932,-104.96894,Entire home/apt,101,30,19,2024-07-25,0.41,2,254,6,
47136536,Modern Loft in Bustling LoHi w/ Deck views of Dnvr,40540962,Matt,,Highland,39.75721,-105.01206,Entire home/apt,349,29,2,2024-03-09,0.07,1,363,1,
47142758,"Downtown Denver Loft, Close to Convention Center",130911588,The Home Store,,CBD,39.7438,-104.98955,Entire home/apt,79,30,17,2024-08-03,0.39,1,123,3,
47175839,Bright & private unit (1br) near Sloan's Lake,17156095,Shane,,West Colfax,39.73581,-105.03931,Entire home/apt,109,1,122,2024-12-21,2.64,1,180,22,2021-BFN-0000654
47213606,DENVER DOWNTOWN SUITE MTN VIEWS-GYM-POOL-LOCATION,5216325,Julia,,CBD,39.74531,-104.99645,Entire home/apt,109,29,0,,,7,209,0,
47218335,Rent our home while we're on vacation,910454,Mark,,Five Points,39.76105,-104.97925,Entire home/apt,87,1,30,2024-12-22,0.86,5,4,8,2021-BFN-0001069
47219182,"Large townhome near DU and trails, modern kitchen",13976528,Kim,,Overland,39.679178314305766,-104.99475381053173,Entire home/apt,285,3,18,2024-08-16,1.01,1,147,14,2023-BFN-0019737
47224119,"Modern, Comfortable Condo Near Downtown Denver",21224765,Rachel,,City Park West,39.74552,-104.9664,Entire home/apt,60,60,8,2024-06-14,0.18,2,335,2,
47272913,"5 blks to Empower, $9 Uber to Dntwn",7208149,Philip,,West Colfax,39.74095,-105.03298,Entire home/apt,741,2,200,2024-12-18,4.13,1,276,48,2020-BFN-0001029
47274278,Quaint Highlands Bungalow | Bright Open Floorplan,10799284,James,,Highland,39.76456,-105.02032,Entire home/apt,,2,88,2024-12-08,1.85,1,0,41,2022-BFN-0001752
47274444,RARE! Monthly Furnished Rental in Denver RINO area,377219980,Antoine,,Five Points,39.76159,-104.98327,Entire home/apt,53,30,16,2024-09-15,0.35,4,329,3,
47274568,Blocks from Union Station 🚉 stay 60 days minimum,381236017,Sara,,Union Station,39.75232,-105.00347,Entire home/apt,300,60,0,,,1,359,0,
47274761,RARE! Monthly Furnished Rental in Denver RINO area,377219980,Antoine,,Five Points,39.75954,-104.98376,Entire home/apt,49,30,19,2024-11-05,0.42,4,277,4,
47284260,Denver Highlands-Centrally Located,346713480,Deanna,,West Highland,39.76118,-105.02548,Entire home/apt,,30,22,2024-11-14,0.46,2,2,4,2020-bfn-0003168
47287150,Eco & Centrally Located w/ Large Outdoor Hangout,120016948,Andrew,,Athmar Park,39.70803,-105.01209,Entire home/apt,155,30,103,2024-12-23,2.73,1,67,4,2021-BFN-0008138
47325308,Treat Yourself!  You Deserve this Place!,72878982,Chris And Gretchen,,West Highland,39.7595,-105.05197,Entire home/apt,135,3,138,2024-12-16,5.03,1,146,46,2020-BFN-0007171
47334228,Charming Single Family in heart of Central Denver,208327479,Brett,,Congress Park,39.739384,-104.950912,Entire home/apt,255,4,40,2024-10-26,0.96,2,320,17,2022-BFN-0005129
47337599,Private Carriage house in heart of RiNO & Downtown,105144406,Bonnie,,Five Points,39.75253,-104.98348,Entire home/apt,96,1,331,2024-12-07,6.87,1,84,67,2020-BFN-0004653
47339616,Tiny Denver - A Unique Urban Experience,151921218,Eli,,Villa Park,39.72657,-105.03499,Entire home/apt,65,30,67,2024-08-31,1.40,1,177,1,2019-BFN-0010910
47370604,The New Garage Mahal - A Touch Above,218836825,Scott,,Berkeley,39.77599,-105.04857,Entire home/apt,186,3,32,2024-09-08,0.68,2,304,12,2020-BFN-0007455
47372674,"Spacious one bedroom, one bath executive  loft",130143679,Gary And Julia,,Stapleton,39.75942,-104.89828,Entire home/apt,150,60,3,2024-08-05,0.10,1,243,1,
47385446,The Best of the Highlands!,4795521,Liz,,Berkeley,39.77459716796875,-105.02672576904297,Entire home/apt,147,2,236,2024-12-16,5.43,1,101,50,2021-BFN-0000891
47430921,"Charming Highlands Bungalow, Walk to Restaurants",26427651,Meg,,West Highland,39.76329803466797,-105.04763793945312,Entire home/apt,435,25,7,2024-07-28,0.15,1,128,2,2024-BFN-0006590
47483977,2 bedroom apartment near Sloan's Lake,86000051,Vance And Robert,,West Colfax,39.73705,-105.05192,Entire home/apt,,29,10,2024-01-08,0.24,2,49,1,
47546636,Mid-modern style near downtown Denver,110170223,Holly,,Whittier,39.75511,-104.97149,Entire home/apt,,1,18,2023-12-27,0.57,1,0,0,2021-BFN-0000079
47595779,"NEW LOHI Private Room and Bath, a walkers paradise",197738754,Liliana,,Highland,39.76357,-105.01197,Private room,95,1,66,2024-10-22,1.53,1,325,12,2021-BFN-0001658
47713183,The Botanic — Designer Green Room by RiNo,106845625,Andy,,Whittier,39.76054,-104.96575,Private room,87,1,85,2024-12-14,1.82,2,18,27,2020-BFN-0005187
47714136,Garden Level Apartment near Denver City Park,38754802,Margarethe,,Skyland,39.75485,-104.95776,Entire home/apt,70,21,29,2024-12-05,0.61,1,320,5,2019-BFN-0000309
47769511,Luxury 2 bed 2 bath Condo- Lodo,134278978,Grace,,Union Station,39.74862,-105.00066,Entire home/apt,215,30,5,2022-12-03,0.12,1,265,0,2021-BFN-0001544
47788214,Private Basement Apartment Near DU and Downtown!,385174678,Jessica,,Virginia Village,39.68196,-104.92698,Entire home/apt,126,3,186,2024-12-25,4.15,1,161,36,2021-BFN-0001117
47788424,BRAND NEW - Jeff Park Guesthouse,31487303,Eric,,Jefferson Park,39.7526,-105.02356,Entire home/apt,56,29,22,2024-09-21,0.48,4,59,5,
47835109,The perfect 10 house Denver Colorado,385554200,Hector,,Athmar Park,39.70150375366211,-105.01307678222656,Entire home/apt,199,2,87,2024-12-02,1.89,1,146,20,2021-BFN-0000477
47835541,2b/2ba Cozy RiNo Home!,53150702,Lucas,,Five Points,39.76614,-104.97415,Entire home/apt,187,2,113,2024-12-27,4.60,1,84,48,2022-BFN-0019654
47872623,"New Furniture, Views, Prime Downtown/Amenities",14686668,Julia,,CBD,39.74545,-104.99587,Entire home/apt,,29,11,2024-07-28,0.24,2,0,2,
47884964,Great location in the historic Baker District.,131217387,Lionel,,Baker,39.72221,-104.99119,Private room,60,2,154,2024-12-24,3.26,1,85,30,2021-BFN-0000043
47921405,Iconic View of the Millenium Bridge! Downtown!,385618644,Austin,,Union Station,39.75316,-105.00577,Entire home/apt,152,30,20,2024-10-18,0.44,1,333,2,
47943275,"Capital Hill Condo w/ Balcony, Parking, Laundry",72164908,Atomic,,Capitol Hill,39.73942,-104.97802,Entire home/apt,101,30,133,2024-08-15,2.79,42,346,4,2020-BFN-0007313
47990999,Spacious 1 Bdrm Private Condo. EV Charging,61698951,LaSheita,,Rosedale,39.67312,-104.98604,Entire home/apt,105,29,9,2024-06-18,0.22,2,363,1,
48026459,Downtown Sunny Penthouse !,49223382,Instant Book Homes,,City Park West,39.74073,-104.97128,Entire home/apt,136,1,134,2024-12-15,3.34,6,359,26,2020-BFN-0003914
48054424,Beautiful House in a Great Centralized Location,387409884,Michelle,,Ruby Hill,39.69436,-105.01364,Entire home/apt,111,3,76,2024-11-30,1.66,2,178,19,2022-BFN-0000822
48059130,Cozy Monthly Furnished Apt Few Blocks South Dtown,338377982,Antoine,,Baker,39.7152,-104.98962,Entire home/apt,50,30,7,2024-07-15,0.18,8,246,1,
48068900,Hip happy home in a hot hood! Pet- Friendly!,12620293,Stacy,,Berkeley,39.77849,-105.03947,Entire home/apt,,4,58,2024-09-28,1.28,1,0,17,2021-BFN-0000788
48091721,Walkable RiNo - Peaceful Modern Carriage House,101884047,Claire And Santiago,,Cole,39.76452,-104.96956,Entire home/apt,97,2,169,2024-12-16,3.75,1,56,30,2021-BFN-0001354
48101183,Private room in Denver airport,219506731,Victorien,,Gateway - Green Valley Ranch,39.77567,-104.76736,Private room,30,29,11,2024-11-10,0.24,16,365,2,2019-BFN-0000998
48103822,cute&cozyhome,387900360,Birutawit,,Stapleton,39.75063,-104.88795,Private room,39,30,2,2023-12-31,0.05,1,92,1,
48118049,"Private LoHi Loft, skyline view, long term rental",51152423,Morgan,,Highland,39.75845,-105.01117,Entire home/apt,140,29,0,,,1,267,0,
48125065,NW Denver gem! Boho 2-bdrm w/patio+fast Wi-Fi,160494969,Angie,,Sunnyside,39.77482,-105.02432,Entire home/apt,105,1,114,2024-10-26,2.61,2,357,25,2021-BFN-0003197
48125158,"West Highlands, Denver - Modern Guesthouse",107716577,Rick,,West Highland,39.76306,-105.04244,Entire home/apt,104,2,177,2024-11-30,3.82,1,75,35,2021-BFN-0000861
48137466,Boutique Bungalow in Santa Fe Arts District,93550561,Christy,,Lincoln Park,39.73406,-104.99786,Entire home/apt,99,29,69,2024-05-04,1.47,2,78,1,2021-BFN-0001049
48147877,"Downtown Denver Retreat, 3 BR Town Home.",21178787,Andrea,,North Capitol Hill,39.74147,-104.98065,Entire home/apt,286,2,24,2024-11-09,0.56,3,154,16,2023-BFN-0037516
48155348,New Townhouse 3 blocks from Sloans Lake *Hot Tub*,28495872,Andrew,,West Highland,39.75954,-105.05201,Entire home/apt,,2,14,2024-09-16,0.33,1,0,5,2021-BFN-0000660
48160097,BEAUTIFUL SINGLE FAMILY HOME IN LOWRY!,32096696,Matt,,Lowry Field,39.71837,-104.90642,Entire home/apt,195,29,2,2021-09-14,0.05,1,365,0,
