id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
982760621343651866,The LOFT on Tejon,65414250,Vinny,,Sunnyside,39.77011,-105.01068,Entire home/apt,82,2,11,2024-09-15,1.30,3,180,11,2023-BFN-0042537
982813615131924597,"King Bed - Private Suite: Walk to Lake, Pickleball",18228291,Carrie,,Athmar Park,39.70221016353206,-105.01638325392041,Entire home/apt,100,2,55,2024-12-17,3.53,8,79,35,2023-BFN-0029797
982855298077719326,Modern Northfield/Central Park Home,135253330,Tracy,,Stapleton,39.79136892558725,-104.89061358057857,Entire home/apt,230,29,1,2024-06-28,0.16,1,245,1,
983463088777092709,Beautiful Denver Carriage House,12645276,Damon,,Athmar Park,39.70413,-105.01762,Entire home/apt,139,29,37,2024-10-22,2.41,3,178,23,2023-BFN-0011046
983614957708357630,Cozy Oasis w/ Patio and Fire pit- private entrance,28181362,Hannah,,Fort Logan,39.6316565,-105.0453077,Entire home/apt,82,1,17,2024-12-15,1.62,1,362,17,2023-BFN-0036755
984029746201045775,Cherry Creek Rooftop Oasis,27297609,Crystal,,Cherry Creek,39.7175899,-104.9494947,Entire home/apt,243,1,49,2024-11-26,3.63,1,332,36,2023-BFN-0041377
984030316762735275,Posh Centrally Located Room,530373654,6691 W Yale,,University Hills,39.67391615377113,-104.9316920830827,Private room,40,29,8,2024-08-21,0.71,5,176,8,2023-BFN-0029763
984209113578770990,Spooky 4 bedroom Victorian near Wash Park,84354078,Katie,,Washington Park West,39.704988,-104.9860614,Entire home/apt,109,29,65,2024-12-02,4.18,3,258,49,2023-BFN-0028509
984282215126836367,Amazing Denver Hilltop Oasis!,44199466,Roger,,Clayton,39.76581734308681,-104.94747401128258,Entire home/apt,236,4,19,2024-12-28,1.84,1,193,19,2023-BFN-0039522
984356801026579615,Luxury bungalow for 8 next to downtown,135148497,Skyler,,Lincoln Park,39.7331496,-105.0025218,Entire home/apt,271,2,55,2024-12-28,3.78,1,225,48,2023-BFN-0028533
984684044069829790,KING w/EnSuite Bath; Near Park w/Lake; (Stu:Iowa),14126753,Kim And Ben Homes With Hospitality,,Mar Lee,39.687801958658014,-105.04421995084031,Private room,,29,1,2024-01-17,0.09,30,362,1,
984720055708314741,Near Hospitals/Eateries/City Pk,93730806,Janet,,City Park West,39.74443559738041,-104.96557789615343,Entire home/apt,58,60,1,2024-03-01,0.10,1,305,1,
984934051496985417,Vintage Chic Getaway near Sloan's Lake,70011150,Elle,,West Colfax,39.73800099082016,-105.0370924602288,Entire home/apt,107,2,8,2024-09-02,0.66,1,360,8,2023-BFN-0027646
985456012845154186,"Stunning, Contemporary Townhome",54998750,John,,West Colfax,39.73747,-105.05062,Entire home/apt,,29,10,2024-08-01,0.74,2,8,7,2023-BFN-0038174
985546136810460235,The Emerald Escape,538260712,Heather,,West Colfax,39.73910214505749,-105.04400240440376,Entire home/apt,391,1,45,2024-12-09,3.69,1,299,45,2023-BFN-0031236
985655038490529659,Wyandot House: Theater | 4 Levels | Rooftop Spa,538286185,Blake,,Highland,39.76531327214148,-105.01312048194782,Entire home/apt,458,2,55,2024-12-08,3.66,1,65,42,2023-BFN-0035063
985699485774546946,Vintage Home,37694818,Jim,,Elyria Swansea,39.7830944,-104.9643338,Entire home/apt,75,30,0,,,2,263,0,
987604742252398622,"BrightHaven@ GreenValley Ranch Entire Space, 3BR",493058917,Tsehay,,Gateway - Green Valley Ranch,39.77691713840194,-104.75281563249284,Entire home/apt,200,4,4,2024-07-25,0.48,1,365,4,2023-BFN-0027652
988411231687618720,Cozy En Suite Studio,445116732,Marie,,Union Station,39.75228,-105.00034,Private room,84,1,2,2024-12-08,0.31,7,359,2,2018-BFN-0002789
988667696303505875,Denver I Union Station I King Bed I Pet Friendly,72164908,Atomic,,CBD,39.74491,-104.99276,Entire home/apt,108,30,7,2024-11-30,0.54,42,182,6,
988670211928946635,In the heart of LoHi,503837735,Kimberly,,Highland,39.759583,-105.0091258,Entire home/apt,279,2,12,2024-10-02,1.84,1,362,12,2023-BFN-0037004
989015528988094736,Sloan's Lake Townhome,67495200,Jordan,,West Colfax,39.74057802354354,-105.03477292330071,Entire home/apt,442,29,2,2024-07-08,0.16,1,89,2,2023-BFN-0038303
989163753645742674,Serene Industrial Loft in RiNo,16929243,Sacha,,Five Points,39.7629811782419,-104.98144987393063,Entire home/apt,117,30,0,,,1,178,0,
989194516564612905,Central ParkTownhouse,253713064,Kate,,Stapleton,39.75859,-104.87316,Private room,62,29,0,,,1,229,0,
989212528289039760,Apt 4-Studio in heart of Uptown!,23293187,Lydia,,North Capitol Hill,39.74373,-104.9769,Entire home/apt,52,29,1,2023-11-05,0.07,2,178,0,
989843348610110250,"Spotless, Spacious, Modern Highlands Townhouse",329080414,Nicholas,,Highland,39.76159,-105.02445,Entire home/apt,149,2,42,2024-12-23,4.79,1,155,42,2023-BFN-0038834
990610169513742879,W211-Amazing Rhino one bed,452537929,Lark,,Five Points,39.75744156474936,-104.98737980421105,Entire home/apt,90,30,0,,,18,362,0,
990674589297473179,Amazing Studio near Sloans Lake,479520142,StayRN,,West Colfax,39.74135078566495,-105.03859626486334,Entire home/apt,48,30,5,2024-11-17,0.41,96,355,4,
990795982104192718,Sloan's Lake Cityscape Townhouse,237000786,Paige,,West Colfax,39.74273,-105.04059,Entire home/apt,366,2,40,2024-12-15,2.80,1,75,32,2023-BFN-0028627
991255546382802669,"NEW Cozy, Central 1 bed home",193223724,Meredith,,Northeast Park Hill,39.76922758111687,-104.92548949226702,Entire home/apt,76,29,0,,,1,87,0,
991433714741683677,The Estate on Emerson,387295258,Anna,,Capitol Hill,39.73546407471152,-104.97509408914443,Entire home/apt,,2,1,2024-05-14,0.13,1,0,1,2023-BFN-0039100
991648352853833218,Stylish Central Park Apartment,62162833,Ciara,,Stapleton,39.759520175576846,-104.90064579017796,Entire home/apt,128,29,7,2024-06-22,0.81,1,268,7,2023-BFN-0013416
992185143463078881,"Urban Oasis near Bronco Stadium, LoHi, & More!",488939236,Divyanka,,Jefferson Park,39.75814,-105.02324,Entire home/apt,289,29,0,,,1,170,0,2023-BFN-0005657
992292926322355303,Ruby's Gem,136917775,Corey,,Ruby Hill,39.6896216,-105.0042706,Entire home/apt,146,1,73,2024-12-26,5.02,1,239,64,2023-BFN-0025835
993532094378606945,Executive Townhome.  Luxury in the city.,82559169,Savannah,,West Highland,39.769177150172645,-105.05119409064217,Entire home/apt,100,30,3,2024-07-17,0.24,1,68,2,
993587485005181163,Blue Home by the Lake - Brand New Luxury Townhome,32790671,Holly,,Windsor,39.70218155356349,-104.89022401479826,Entire home/apt,117,1,49,2024-12-27,3.98,1,116,48,2023-BFN-0008750
993615522828739666,Urban Highlands Retreat,21009326,Alyssa,,Highland,39.7678507539131,-105.01746938114617,Entire home/apt,150,29,4,2024-07-17,0.36,1,67,4,
993664598706076827,Private 1 BR/BA in a Luxury Home in RiNo!,26377353,Susan,,Five Points,39.7571,-104.98296,Private room,85,2,52,2024-12-28,3.65,1,161,48,2023-BFN-0040581
993706990531613870,Detroit by Modern Midstay | On City Park! #T11,8672659,Ben,,City Park,39.7433006,-104.9545495,Entire home/apt,94,29,4,2024-09-30,0.31,48,274,3,
993788947212603892,"Townhome with Park, Skyline, Mountain views!",460051607,Jack,,Jefferson Park,39.74940227192946,-105.02339005708471,Entire home/apt,251,2,47,2024-12-15,3.34,1,83,43,2023-BFN-0038351
994126777150234008,Bright + Clean 1 bedroom Loft,23724674,Danielle,,Sunnyside,39.77183,-105.02004,Entire home/apt,110,6,12,2024-10-13,0.83,2,88,9,2023-BFN-0021413
994128888574002664,"Cozy vintage charm, super walkable",7484374,Dallas,,West Highland,39.765609153487176,-105.02692559420214,Entire home/apt,112,2,25,2024-10-20,2.04,2,70,24,2024-BFN-0046142
994204373200968550,Stylish Denver Home w/ Rooftop Deck & Pool Table!,121718072,Evolve,,West Highland,39.76612,-105.04722,Entire home/apt,719,2,1,2023-11-05,0.07,85,70,0,2021-BFN-0002758
994207355199980855,Unit 2: Elegant Studio on 2nd Fl,23293187,Lydia,,North Capitol Hill,39.744821272299276,-104.9753878784783,Entire home/apt,65,29,1,2024-08-10,0.21,2,178,1,
994261021293655111,Run away to Rino!,479520142,StayRN,,Five Points,39.77053,-104.97573,Entire home/apt,53,30,2,2024-06-27,0.15,96,362,1,
994304031708525648,Luxury unit in RINO with Office/Den/Garage Parking,540216868,Kelli,,Five Points,39.76072879451516,-104.98630437501242,Entire home/apt,110,29,2,2024-08-27,0.24,2,351,2,
994350870022916891,"Old Charm, New Flair House",518914330,Kaitlin,,Barnum,39.71326,-105.03879,Entire home/apt,183,2,14,2024-09-29,1.07,2,172,13,2023-BFN-0022916
994390362559980564,Detroit by Modern Midstay | On City Park! #T21,8672659,Ben,,City Park,39.742385875562334,-104.95490422781387,Entire home/apt,101,29,4,2024-11-29,0.65,48,244,4,
994441027857646863,"LUXE home w/ Cedar Tub, Mountain Views, & Skiing!",540249437,Shelby,,Berkeley,39.77610993206946,-105.03363148525708,Entire home/apt,203,1,68,2024-12-26,4.60,1,154,58,2023-BFN-0026397
994558016271841112,Large king bed suite near downtown w/ fast wifi!,21426045,Shay,,Valverde,39.71519386717621,-105.01020340129497,Entire home/apt,98,1,16,2024-10-28,1.07,2,265,14,2022-BFN-0007425
994681636925977849,Hardwood Room for Nomads (fiber),279307081,Matt Jason,,Virginia Village,39.68398486880246,-104.93375969286019,Private room,43,29,1,2024-08-31,0.25,3,268,1,
995100512683454798,Beautiful Parkside Craftsman Bungalow,18125796,Alex,,City Park West,39.74559270139065,-104.961347558197,Entire home/apt,140,1,44,2024-12-26,3.95,1,129,44,2023-BFN-0051572
995605620578789622,Freshly Updated Uptown Condo,31676476,Katie,,North Capitol Hill,39.743702118496586,-104.98004312698363,Entire home/apt,115,30,0,,,2,89,0,
995717162108918240,Cozy tudor guest suite in West Highlands,130657200,Silas,,West Highland,39.76104875002638,-105.04921142062378,Entire home/apt,88,2,49,2024-12-15,3.40,1,325,40,2023-BFN-0020926
996479356738309772,Modern Charm in Downtown Denver,3019210,James,,Five Points,39.75098,-104.97974,Entire home/apt,,29,14,2024-10-06,0.95,1,0,6,2023-BFN-0035394
996743595801778998,NEW! Townhome Sloans Lake - Mile High,240299337,Evan,,Sloan Lake,39.74763206302336,-105.02868786923086,Entire home/apt,160,1,45,2024-12-27,3.32,1,308,43,2023-BFN-0042093
997191304599237232,Detroit by Modern Midstay | On City Park! #T15,8672659,Ben,,City Park,39.7433006,-104.9545495,Entire home/apt,97,29,2,2024-10-31,0.21,48,297,2,
997206038416023573,Putting on the ritz at the Fitz!,21787238,Sharon,,Union Station,39.7520106,-104.9953374,Entire home/apt,234,2,29,2024-10-30,2.93,1,116,29,2023-BFN-0063244
997953908508941619,Centrally Located 1b 1bath Housing In Denver,531121152,Claudia,,East Colfax,39.74619,-104.88659,Entire home/apt,80,5,14,2024-12-09,1.12,1,346,13,2024-BFN-0010178
997970410394463032,Beautiful Home + Garage! Perf. location!,323382415,Jack,,Barnum,39.7141475112376,-105.03304263162606,Entire home/apt,135,29,0,,,2,217,0,
998040499253257121,Denver Skyland 2 Br 1 Ba Home Extended Stay,435269657,Thomas,,Clayton,39.76659731393196,-104.94684435898456,Entire home/apt,88,29,2,2024-12-04,0.14,2,178,1,
998094541146271529,Cute N Park Hill Gem!,541011377,Aminata,,Northeast Park Hill,39.76407409999999,-104.9254585,Entire home/apt,115,30,0,,,1,89,0,
998578589723934745,Elevated mountain vibe adjacent to Union Station,541113582,Limelight Hotel Denver,,Union Station,39.7525805,-105.002362,Private room,192,1,8,2024-09-20,0.66,3,111,8,2016-BFN-0008693
998594938581670134,Central Denver Guest Suite with Sauna,30672440,Julia,,Hale,39.738721383358175,-104.93119082949369,Entire home/apt,90,30,37,2024-09-30,2.89,1,118,34,2023-BFN-0041241
998740525043595239,2-Bedroom in the Heart of Denver,14791500,Mari,,Congress Park,39.73904103453865,-104.95680092323057,Entire home/apt,120,1,13,2024-09-22,1.07,1,335,13,2023-BFN-0041201
998831033379301669,A Denver classic in the amazing LoHi neighborhood,61543409,Andrew,,Highland,39.76105,-105.00733,Entire home/apt,,2,1,2024-03-01,0.10,1,0,1,2023-BFN-0065715
998907912844519155,Detroit by Modern Midstay | On City Park! #T22,8672659,Ben,,City Park,39.7433006,-104.9545495,Entire home/apt,113,29,5,2024-12-20,0.41,48,292,5,
999265311533819623,Floor-to-ceiling views of the city or mountains,541113582,Limelight Hotel Denver,,Union Station,39.7525805,-105.002362,Private room,192,1,3,2024-10-14,0.29,3,111,3,2016-BFN-0008693
999368306328357473,Detroit by Modern Midstay | On City Park! #T16,8672659,Ben,,City Park,39.7433006,-104.9545495,Entire home/apt,101,29,1,2024-09-07,0.26,48,290,1,
999378712281251722,Detroit by Modern Midstay | On City Park! #T17,8672659,Ben,,City Park,39.7433006,-104.9545495,Entire home/apt,113,29,0,,,48,347,0,
999386887704019731,Detroit by Modern Midstay | On City Park! #T18,8672659,Ben,,City Park,39.7433006,-104.9545495,Entire home/apt,118,30,0,,,48,347,0,
999392553664155609,Detroit by Modern Midstay | On City Park! #T25,8672659,Ben,,City Park,39.7433006,-104.9545495,Entire home/apt,99,29,2,2024-08-30,0.32,48,305,2,
999398146921191114,Detroit by Modern Midstay | On City Park! #T26,8672659,Ben,,City Park,39.74350536665888,-104.95356457764338,Entire home/apt,99,29,2,2024-08-31,0.17,48,268,2,
999407465170414457,Detroit by Modern Midstay | On City Park! #T27,8672659,Ben,,City Park,39.7433006,-104.9545495,Entire home/apt,113,30,0,,,48,347,0,
999618185749204748,Clean and simple private studio.,239898174,Nora,,Five Points,39.7502,-104.97393,Entire home/apt,100,3,61,2024-12-27,4.18,1,140,51,2023-BFN-0033974
999927365192726100,Skyline Serenity: 3 BDR with Rooftop Patio,3023868,Ross,,Lincoln Park,39.73066634494141,-104.99880421238105,Entire home/apt,,30,2,2024-07-20,0.17,10,0,2,
999964390614446398,Java Comfort,199952576,Victor,,Gateway - Green Valley Ranch,39.78526,-104.7636,Private room,59,1,40,2024-09-26,2.70,5,270,25,2022-BFN-0003022
999988368136900392,Stylish Urban Retreat with Stunning City Views,120405814,Patrick,,CBD,39.7444882,-104.9892235,Entire home/apt,82,30,2,2024-10-02,0.50,1,209,2,
1000241146397132604,Skyline House | Eco Efficient Luxury Home,72164908,Atomic,,Highland,39.76281859504099,-105.00854002803517,Entire home/apt,281,1,61,2024-12-26,4.22,42,347,46,2020-BFN-0003979
1000766747241767234,2880(U306): Sunkissed Southwest at Espadin,142202943,JZ Vacation Rentals,,Highland,39.75713239930054,-105.01445185677096,Entire home/apt,101,1,22,2024-12-27,1.57,25,351,21,2021-BFN-0001467
1000806286045313233,Newly Updated Den 2BD/1BA APT centrally located,18590788,Zosia,,Westwood,39.70569,-105.02673,Entire home/apt,69,30,1,2024-11-15,0.65,8,44,1,
1000807958490571278,1 Bedroom 1 Bath Condo at Spire - 35th Floor,445697747,Tim,,CBD,39.743973788975374,-104.99660896436649,Entire home/apt,204,30,1,2024-08-31,0.24,22,324,1,
1000820263510748580,"Traveling Healthcare -  Newly Renovated 2/BD, 1 BA",18590788,Zosia,,Westwood,39.707233035328464,-105.02615433176462,Entire home/apt,,30,0,,,8,18,0,
1000865096940773436,Adorable Studio in Rino,479520142,StayRN,,Five Points,39.76995,-104.97655,Entire home/apt,51,30,4,2024-10-12,0.44,96,364,4,
1000928768378320935,Hilltop I Cherry Creek I Guest suite I Museums,72164908,Atomic,,Hilltop,39.72517433764395,-104.93461216500302,Entire home/apt,91,1,55,2024-12-13,3.76,42,79,46,2022-BFN-0013373
1001444468640347218,"Newly Remodeled 2 bed, 1 bath!",541427389,Marina,,Platt Park,39.6792331,-104.9832595,Entire home/apt,90,29,5,2024-09-10,0.37,1,238,4,
1002159376970094175,DU Private Room and bath FREE Parking,530373654,6691 W Yale,,University Hills,39.67355,-104.93121,Private room,45,29,1,2024-06-15,0.15,5,60,1,2023-BFN-0029763
1003038402685215954,Art House- Luxury City Pad Denver Museum District,165258773,Michele,,Civic Center,39.73477230605093,-104.9921203765365,Entire home/apt,731,3,1,2023-12-29,0.08,2,171,0,2023-BFN-0047030
1003697287284945818,Urban Getaway w/ Dreamy Backyard,52273751,Malia,,Lincoln Park,39.730826835740714,-105.00150627849943,Entire home/apt,213,1,71,2024-12-16,5.84,2,74,71,2023-BFN-0036875
1003719852443470107,Nestled Nook Downtown: A Mile High Retreat,406878318,Inas,,Union Station,39.75461901416255,-105.000134276446,Entire home/apt,167,1,47,2024-11-16,3.27,1,174,42,2023-BFN-0026255
1003825349641349259,Sloan's Lake Bungalow,109152968,Katie,,Sloan Lake,39.749837964604005,-105.04053963415258,Entire home/apt,375,3,27,2024-11-30,2.01,1,363,25,2023-BFN-0046363
1004294840858578978,"Cozy Historical Home, Walk to: Rino, Downtown",18228291,Carrie,,Five Points,39.75888,-104.97654,Entire home/apt,181,2,38,2024-12-28,2.98,8,3,35,2023-BFN-0048060
1005025846921857557,"Sunnyside’s Brightest - 
Casa de Kalamath",213061856,Isaias,,Sunnyside,39.772829089096874,-104.99978255982995,Entire home/apt,360,1,17,2024-12-26,2.01,1,227,17,2024-BFN-0002418
1005070753237894901,Cozy Garden Retreat in the Heart of the Highlands,372227538,Shannon,,Highland,39.765341807526326,-105.01317189170615,Entire home/apt,120,2,72,2024-12-27,5.05,2,137,61,2023-BFN-0037790
1005745721365975398,2 houses in 1!  Center of RiNo.  100% walkable,127018432,Robert,,Cole,39.7674840535813,-104.97210621559398,Entire home/apt,297,1,35,2024-12-17,3.11,2,326,35,2021-BFN-0007215
1005780201567043607,New Build Guesthouse Sloan Lake,226562707,Laura,,Sloan Lake,39.75444,-105.04337,Entire home/apt,125,2,29,2024-12-12,2.96,1,352,29,2023-BFN-0055651
1005795225488474140,River North Art District Château,50777734,Michael,,Five Points,39.7546145,-104.9831847,Entire home/apt,,29,1,2024-12-15,1,1,88,1,
1005982385063436144,Gem of a Guest House,9192543,Evan,,Berkeley,39.77641,-105.04848,Entire home/apt,120,2,34,2024-12-23,3.42,1,273,34,2023-BFN-0070088
1006714856226879876,"Bungalow with hot tub, cold plunge, and sauna!",105145562,Skylar,,Villa Park,39.73159,-105.03313,Entire home/apt,250,2,14,2024-12-13,1.01,2,86,13,2023-BFN-0066574
1006759829205273543,Newly Remodel-15min to DT Denver,202572612,Thao Trang,,Chaffee Park,39.7857747,-105.019598,Entire home/apt,,30,0,,,1,269,0,
1007209873465773945,Kid-friendly spacious home in Historic Montclair,56669107,Lina,,Montclair,39.73031,-104.91057,Entire home/apt,,6,8,2024-12-20,1.21,1,8,8,2024-BFN-0011226
1007615515122752294,Cozy Garden Level Suite in the Highlands,178523363,Ghislaine,,West Highland,39.76274,-105.02827,Entire home/apt,99,2,38,2024-11-16,3.04,1,245,37,2023-BFN-0036529
1008007199872912058,"Kink5280, MileHigh Adult Playhouse",542986767,Katherine,,Highland,39.76807087397403,-105.00538710794382,Entire home/apt,209,1,46,2024-12-23,4.55,1,76,46,2022-BFN-0024823
1008052205079069118,Hideaway Den 420 Friendly Fenced In BackYard,222890046,Michael,,Valverde,39.71986,-105.02268,Entire home/apt,164,1,91,2024-12-29,6.45,1,178,80,2023-BFN-0044868
1008179994843314118,"Entire Home w/ fenced in yard, Music, TV, Books+",25389085,Mason,,Berkeley,39.771512581290665,-105.04277119587942,Entire home/apt,300,2,53,2024-12-01,3.91,1,252,51,2023-BFN-0035915
1008253546453801648,W Denver Mid-Century - Near Mile Hi & Ball Arena,24319392,Ellen,,Barnum West,39.72338845059432,-105.04703761493484,Entire home/apt,246,29,16,2024-11-18,1.30,1,269,15,2023-BFN-0043305
1008291806642282633,Fantastic En Suite Studio,499608479,Lisa And Alex,,Union Station,39.750360598803766,-104.9991857649317,Private room,89,1,10,2024-12-22,0.69,10,293,9,2018-BFN-0002789
1008686008267798048,Quiet Bungalow in Sunnyside,383949305,Erin,,Sunnyside,39.77972012069512,-105.02227538438405,Entire home/apt,167,29,1,2024-04-28,0.12,1,53,1,2023-BFN-0044076
1008776468485140499,1BD|W/D|Close to DT|Newly Renovated,511293215,Newton Street,,West Colfax,39.73706107270383,-105.0360399790942,Entire home/apt,80,29,3,2024-06-30,0.28,2,179,3,
1008846621146086164,Cozy City Park Guesthouse  | Near RiNo & Downtown,18228291,Carrie,,Whittier,39.76036,-104.96108,Entire home/apt,93,2,25,2024-10-24,2.31,8,179,25,2023-BFN-0069836
1008936524227050550,2 Bedroom|Close to Downtown|Full Kitchen|Stylish,34682744,Seena And Kacia,,West Colfax,39.73532,-105.0378,Entire home/apt,80,29,2,2024-12-03,0.27,2,179,2,
1008974760777637378,Luxury Apartment in LoDo,127095837,Quest,,Union Station,39.75264,-104.99442,Entire home/apt,,2,21,2024-11-25,1.77,1,0,21,2023-BFN-0037094
1009234790952529649,Studio A Lohi {Denver/Highlands},22044505,Melissa,,Highland,39.75924161269018,-105.01240017480727,Entire home/apt,75,29,2,2024-01-11,0.15,2,209,1,
1009349158837683873,Studio loft in downtown Denver,9447036,Zach,,CBD,39.745774200384695,-104.99203026294708,Entire home/apt,129,2,67,2024-12-06,4.69,5,118,61,2022-BFN-0016801
1009368390712419403,Nikki short logged,529937010,Morenike,,Gateway - Green Valley Ranch,39.78511,-104.75026,Private room,120,29,0,,,2,270,0,2023-BFN-0032622
1009416900176310750,1BR|Close to Downtown|Newly Renovated,511293215,Newton Street,,West Colfax,39.735274284846724,-105.03638005818259,Entire home/apt,77,29,2,2024-08-01,0.36,2,267,2,
1009559264342986963,FUNkBUNKer of Cap Hill,543322101,Matthew,,Capitol Hill,39.73725,-104.9807,Entire home/apt,236,2,31,2024-12-25,2.64,1,87,31,2024-BFN-0021027
1009584730124725644,Convenient Denver Apartment: 10 Mi to Downtown!,121718072,Evolve,,Montbello,39.78627,-104.82026,Entire home/apt,51,30,0,,,85,355,0,
1009961365555185866,RiNo Studio Retreat: Urban Oasis,479520142,StayRN,,Five Points,39.77052,-104.97777,Entire home/apt,52,30,3,2024-11-19,0.24,96,331,2,
1010103185817551086,Van Gogh's Perch,392360868,Lincolnwood,,Capitol Hill,39.733682638681984,-104.97602843080507,Entire home/apt,,30,2,2024-06-24,0.26,17,12,2,
1010123693913398624,RiNo's Vibrant Studio Getaway,479520142,StayRN,,Five Points,39.77197,-104.97771,Entire home/apt,49,30,4,2024-12-16,0.32,96,337,3,
1010326562979148732,"Casita- hot tub, sauna, and cold plunge!",105145562,Skylar,,Villa Park,39.73268903280828,-105.03143610254575,Entire home/apt,138,1,48,2024-12-16,6.10,2,234,48,2023-BFN-0066574
1010349054505548590,Modern Carriage House 5 Points|RiNO|Downtown,341841,Sharon,,Whittier,39.76084,-104.97244,Entire home/apt,115,1,57,2024-12-22,4.70,1,171,57,2023-BFN-0014967
1010484490968036206,Luxury short term housing.,764768,Eleanor And Mark,,Union Station,39.7563619,-105.0031001,Entire home/apt,120,30,2,2024-12-23,1.36,1,231,2,
1010570147705196485,Amazing Location Close to Stadiums w/ Hot Tub,78499438,Joel,,Sloan Lake,39.75628,-105.02565,Private room,219,1,7,2024-07-28,0.54,5,183,6,2022-BFN-0004705
1010723762755917003,Sloans Lake Studio APT Hideaway,479520142,StayRN,,West Colfax,39.73934,-105.03869,Entire home/apt,46,30,3,2024-12-20,0.26,96,365,3,
1010863907123073384,Modern Ballpark Denver townhome,38703448,Alex,,Five Points,39.75931,-104.99742,Entire home/apt,155,30,1,2024-02-18,0.09,1,133,1,
1011101863507473937,Private unit near arts district,75964099,Sarah,,Lincoln Park,39.73210670344128,-105.00056849146638,Entire home/apt,128,2,0,,,1,351,0,2024-BFN-0023211
1011509700259142425,2880(U504): Skyline Penthouse at Espadin,142202943,JZ Vacation Rentals,,Highland,39.757648766903024,-105.01484049390847,Entire home/apt,144,1,49,2024-12-27,3.64,25,352,45,2021-BFN-0001467
1011631308593938310,Chic Townhome <Tennyson Arts District>,2686644,Jodi,,Berkeley,39.77721,-105.03681,Entire home/apt,,29,6,2024-09-20,0.52,1,19,6,2023-BFN-0046931
1011687641222548494,"Luxury Downtown Home! Gameroom, Rooftop, Firepit",488387391,Michael,,Sunnyside,39.7699913,-104.9996302,Entire home/apt,359,1,21,2024-11-22,1.66,1,248,19,2023-BFN-0037535
1011703583487178009,Cozy Sunnyside Basement Studio,33947461,Dana,,Sunnyside,39.77443,-105.02432,Entire home/apt,,29,0,,,1,179,0,
1012359780040693496,"Ram comfort   K 
18255 E 47th Dr Denver co 80249",445611493,Ali,,Gateway - Green Valley Ranch,39.7831949,-104.7763196,Private room,69,29,9,2024-07-07,0.65,3,230,6,2022-BFN-0005371
1012646421082759970,Pet Friendly home near Tennyson Street in Denver,481471335,Ben,,Berkeley,39.77828,-105.04055,Entire home/apt,,29,1,2024-01-31,0.09,1,0,1,
1013066324804255241,Carmelita's Place,533142145,Patricia,,Whittier,39.7522049,-104.9706137,Entire home/apt,225,1,52,2024-12-02,3.96,1,245,48,2023-BFN-0039151
1013341315598319076,Charming Ranch-style Home,544043090,Alexandra,,University Hills,39.65864,-104.92508,Private room,35,30,1,2024-05-29,0.14,1,230,1,
1013358767819194030,Blue house with the yellow door!,25376296,Maria,,Stapleton,39.7647,-104.87858,Private room,60,29,0,,,1,269,0,
1013395982341990422,Lovely Queen Suite @ Beautiful and Safe Area,542305662,Cuichan,,Jefferson Park,39.758078476980195,-105.02304799845436,Private room,68,29,1,2024-04-30,0.12,1,269,1,
1013476682332938008,El Spruce,7728721,Amber,,East Colfax,39.738096848532415,-104.89847272280282,Entire home/apt,54,30,4,2024-10-17,0.35,3,40,4,
1013963927235645067,RiNo Self-Care Studio,246928548,Phillip,,Cole,39.768367,-104.9718567,Entire home/apt,88,2,83,2024-11-29,6.10,1,141,75,2023-BFN-0026341
1014636816216404854,Chic 1-BR in RiNo Art District,479520142,StayRN,,Five Points,39.76699896735217,-104.98235010015044,Entire home/apt,70,30,2,2024-05-01,0.22,96,0,2,
1014705461378294649,City Park - Newly renovated basement apartment.,165917172,Ji And Ryan,,City Park,39.74189,-104.94543,Entire home/apt,114,1,30,2024-12-19,2.26,2,355,29,2023-BFN-0048473
1015179292422058315,"Bright, Cozy Denver Home",12539213,Ali,,Overland,39.674255578755854,-104.9880365097459,Entire home/apt,90,30,0,,,2,233,0,
1015352097714697326,Art District Retreat: Studio Getaway,479520142,StayRN,,Lincoln Park,39.73709,-104.99806,Entire home/apt,58,30,1,2024-05-31,0.14,96,341,1,
1015493954676205200,"2 bedroom in Denver, Centralized",104186329,Alba,,Northeast Park Hill,39.76287,-104.90485,Entire home/apt,95,1,13,2024-10-27,1.07,1,289,13,2023-BFN-0027173
1015934611478173697,Charming Oasis in the Heart of Denver | Wash Park,127766942,David,,Washington Park West,39.70722,-104.98437,Entire home/apt,268,30,22,2024-11-30,2.09,1,53,22,2021-BFN-0007871
1015943075260242957,Jefferson Park Apartment: Walk to Empower Field!,121718072,Evolve,,Jefferson Park,39.75013,-105.02394,Entire home/apt,,2,1,2023-11-16,0.07,85,2,0,2023-BFN-0032785
1016627448414250146,Bright Modern*Hot Tub*Pet Friendly*Walkable,186477682,Brooke,,University Hills,39.66925270000001,-104.9377696,Entire home/apt,300,2,5,2024-09-22,0.43,1,332,5,2024-BFN-0024826
1017819816167772500,Denver Urban Nest,433559154,Hunter,,Baker,39.72302,-104.98862,Entire home/apt,131,2,38,2024-09-18,2.82,2,362,32,2023-BFN-0037770
