ID,Neighborhood,Latitude,Longitude,Listing Type,Price,Available Days per Year,Host Listings Count
-2147483648,Jefferson Park,39.75038877215653,-105.01956841442482,Entire home/apt,123.0,171,42
-2147483648,Sunnyside,39.77634649574921,-105.01899523479464,Entire home/apt,152.0,359,85
-2147483648,Cole,39.76453,-104.96729,Entire home/apt,500.0,365,3
-2147483648,CBD,39.7437,-104.99463,Entire home/apt,159.0,365,28
-2147483648,CBD,39.7462802,-104.9968463,Entire home/apt,65.0,293,28
-2147483648,Highland,39.75837,-105.01013,Entire home/apt,187.0,182,1
-2147483648,Sloan Lake,39.75389,-105.03168,Entire home/apt,440.0,145,2
-2147483648,Five Points,39.751681,-104.9806425,Entire home/apt,177.0,340,2
-2147483648,Five Points,39.74914,-104.97484,Entire home/apt,147.0,328,1
-2147483648,Montclair,39.7369482,-104.9103005,Entire home/apt,135.0,363,1
-2147483648,Jefferson Park,39.75179616122932,-105.02407545026246,Entire home/apt,233.0,327,1
-2147483648,Valverde,39.7185,-105.01811,Entire home/apt,152.0,213,1
-2147483648,North Capitol Hill,39.74407,-104.97464,Private room,49.0,90,3
-2147483648,West Colfax,39.74069,-105.03464,Entire home/apt,269.0,11,3
-2147483648,City Park West,39.74792,-104.97223,Entire home/apt,66.0,349,1
-2147483648,Montclair,39.73851,-104.92099,Entire home/apt,83.0,259,4
-2147483648,Jefferson Park,39.75632,-105.02083,Entire home/apt,103.0,240,2
-2147483648,City Park West,39.74077,-104.96622,Entire home/apt,56.0,305,85
-2147483648,Virginia Village,39.68759987028277,-104.91598705754308,Entire home/apt,194.0,105,85
-2147483648,City Park West,39.74071,-104.96629,Entire home/apt,61.0,273,85
-2147483648,Five Points,39.758462,-104.981544,Entire home/apt,341.0,122,1
-2147483648,Gateway - Green Valley Ranch,39.77897,-104.76214,Private room,100.0,180,1
-2147483648,West Highland,39.76009,-105.0457,Entire home/apt,72.0,358,1
-2147483648,Congress Park,39.7379841,-104.9437222,Entire home/apt,175.0,305,1
-2147483648,Stapleton,39.7983,-104.87579,Entire home/apt,139.0,56,1
-2147483648,Cole,39.77076,-104.96529,Entire home/apt,129.0,350,3
-2147483648,Whittier,39.75728,-104.96369,Entire home/apt,75.0,346,85
-2147483648,Congress Park,39.7370734154981,-104.95632772405196,Entire home/apt,81.0,311,2
-2147483648,Berkeley,39.7757376228478,-105.05139481918738,Entire home/apt,90.0,145,1
-2147483648,Northeast Park Hill,39.76839,-104.93226,Entire home/apt,88.0,170,1
-2147483648,Washington Park West,39.70120319999999,-104.9818521,Entire home/apt,207.0,65,1
-2147483648,Five Points,39.7611426,-104.978225,Entire home/apt,185.0,265,1
-2147483648,Sunnyside,39.77338,-105.0052,Entire home/apt,257.0,68,1
-2147483648,South Park Hill,39.7497228,-104.9261322,Entire home/apt,106.0,69,1
-2147483648,Rosedale,39.6716,-104.98553,Entire home/apt,220.0,178,1
-2147483648,Whittier,39.761974477467454,-104.96595020740966,Entire home/apt,155.0,75,1
-2147483648,Skyland,39.7547051,-104.9568875,Entire home/apt,110.0,258,1
-2147483648,West Colfax,39.7355057,-105.0379231,Entire home/apt,178.0,355,2
-2147483648,Five Points,39.75618,-104.98119,Entire home/apt,124.0,60,3
-2147483648,Capitol Hill,39.73492428957727,-104.97893396935704,Entire home/apt,98.0,105,6
-2147483648,Washington Park West,39.70817647556365,-104.9869910028685,Entire home/apt,93.0,139,6
-2147483648,Baker,39.71866054942997,-104.99376229051202,Entire home/apt,149.0,169,1
-2147483648,Clayton,39.76232253387991,-104.95710909105335,Entire home/apt,84.0,240,2
-2147483648,West Colfax,39.73922411150698,-105.0388616676798,Entire home/apt,100.0,88,1
-2147483648,Union Station,39.7509463,-104.9957965,Entire home/apt,257.0,240,1
-2147483648,City Park,39.74114,-104.94377,Entire home/apt,145.0,180,1
-2147483648,Platt Park,39.684899,-104.98248,Entire home/apt,70.0,322,1
-2147483648,City Park West,39.74192,-104.96324,Entire home/apt,178.0,365,1
-2147483648,Mar Lee,39.6855889,-105.0414266,Entire home/apt,140.0,271,1
-2147483648,Sloan Lake,39.75841583259127,-105.04602748900652,Entire home/apt,108.0,358,1
-2147483648,Overland,39.6678016,-104.9884541,Entire home/apt,100.0,351,1
-2147483648,Stapleton,39.79781,-104.88336,Entire home/apt,111.0,319,1
-2147483648,North Capitol Hill,39.74172,-104.97689,Entire home/apt,199.0,49,1
-2147483648,Cole,39.76986,-104.96631,Entire home/apt,160.0,349,3
-2147483648,South Park Hill,39.7498,-104.91572,Entire home/apt,218.0,365,5
-2147483648,CBD,39.74599541143004,-104.9948241158601,Entire home/apt,190.0,345,22
-2147483648,Five Points,39.75847,-104.9853,Entire home/apt,183.0,153,1
-2147483648,Five Points,39.76732,-104.98234,Entire home/apt,49.0,261,96
-2147483648,West Colfax,39.74245,-105.03319,Entire home/apt,385.0,340,1
-2147483648,Five Points,39.76831,-104.98246,Entire home/apt,58.0,2,96
-2147483648,Five Points,39.76855,-104.98088,Entire home/apt,67.0,1,96
-2147483648,Five Points,39.7540098,-104.977904,Entire home/apt,87.0,364,2
-2147483648,Highland,39.76903,-105.01162,Entire home/apt,300.0,331,3
-2147483648,Cheesman Park,39.73251,-104.97192,Entire home/apt,352.0,299,3
-2147483648,Civic Center,39.73441,-104.98957,Entire home/apt,75.0,332,3
-2147483648,Speer,39.71884,-104.98475,Entire home/apt,50.0,59,17
-2147483648,Cole,39.763518222758734,-104.9680069116394,Entire home/apt,141.0,114,1
-2147483648,Barnum West,39.71529,-105.05099,Entire home/apt,99.0,361,1
-2147483648,North Park Hill,39.76038289793172,-104.92210205644368,Entire home/apt,509.0,155,1
-2147483648,Highland,39.765002059379285,-105.00898268377608,Entire home/apt,105.0,24,1
-2147483648,Regis,39.78619,-105.03668,Entire home/apt,99.0,365,2
-2147483648,Five Points,39.75936,-104.9788,Entire home/apt,280.0,93,1
-2147483648,Montclair,39.73636,-104.91692,Entire home/apt,79.0,237,1
-2147483648,South Park Hill,39.7474,-104.92082,Entire home/apt,255.0,363,85
-2147483648,Five Points,39.75987,-104.98166,Entire home/apt,69.0,221,4
-2147483648,Five Points,39.76951,-104.98186,Entire home/apt,200.0,268,1
-2147483648,Gateway - Green Valley Ranch,39.77070154278595,-104.7509258239141,Entire home/apt,130.0,245,1
-2147483648,Barnum,39.71281,-105.03752,Entire home/apt,60.0,6,1
-2147483648,Five Points,39.7635663,-104.9784289,Entire home/apt,319.0,350,1
-2147483648,Five Points,39.75918,-104.97936,Entire home/apt,60.0,365,5
-2147483648,City Park West,39.74215,-104.96108,Entire home/apt,209.0,44,1
-2147483648,Union Station,39.75382,-105.00574,Entire home/apt,179.0,6,1
-2147483648,Congress Park,39.7355859705761,-104.9543374035702,Entire home/apt,63.0,365,2
-2147483648,Platt Park,39.686351,-104.981021,Entire home/apt,158.0,121,1
-2147483648,Speer,39.71992,-104.98632,Entire home/apt,116.0,89,17
-2147483648,Barnum West,39.72446,-105.04878,Entire home/apt,87.0,143,1
-2147483648,Sloan Lake,39.75006,-105.03395,Entire home/apt,130.0,215,2
-2147483648,Jefferson Park,39.7576842,-105.0234401,Entire home/apt,108.0,360,3
-2147483648,Hale,39.72959,-104.93314,Entire home/apt,55.0,138,18
-2147483648,North Park Hill,39.75867364881239,-104.931749392729,Entire home/apt,179.0,5,1
-2147483648,Chaffee Park,39.79278747236093,-105.02302811317492,Entire home/apt,125.0,260,1
-2147483648,Globeville,39.77977,-104.97974,Entire home/apt,138.0,364,1
-2147483648,Valverde,39.714128,-105.0105638,Entire home/apt,96.0,180,2
-2147483648,Skyland,39.75768899417193,-104.95806109160183,Entire home/apt,145.0,67,1
-2147483648,Marston,39.63331,-105.08278,Entire home/apt,100.0,352,1
-2147483648,City Park,39.7421964,-104.9545373,Entire home/apt,108.0,245,48
-2147483648,Stapleton,39.75849,-104.89867,Entire home/apt,93.0,268,19
-2147483648,Union Station,39.7542552,-105.0008633,Entire home/apt,151.0,272,28
-2147483648,Hampden,39.6611403,-104.8769086,Entire home/apt,123.0,236,1
-2147483648,Gateway - Green Valley Ranch,39.78161,-104.7392,Entire home/apt,162.0,291,1
-2147483648,City Park,39.7421964,-104.9545373,Entire home/apt,108.0,305,48
-2147483648,West Colfax,39.7375363,-105.0518519,Entire home/apt,152.0,76,6
-2147483648,Five Points,39.760522,-104.985936,Entire home/apt,122.0,320,1
-2147483648,Globeville,39.77336,-104.98326,Entire home/apt,108.0,333,42
-2147483648,Stapleton,39.79336993038935,-104.88503068942806,Entire home/apt,194.0,116,42
-2147483648,Westwood,39.70244,-105.02985,Entire home/apt,86.0,124,1
-2147483648,Highland,39.75872,-105.01159,Entire home/apt,67.0,159,2
-2147483648,North Capitol Hill,39.74265,-104.97749,Entire home/apt,78.0,2,1
-2147483648,Sunnyside,39.78359,-105.02166,Entire home/apt,137.0,364,85
-2147483648,West Colfax,39.7433276,-105.0309595,Entire home/apt,295.0,61,1
-2147483648,City Park West,39.74144,-104.97142,Entire home/apt,200.0,351,6
-2147483648,Harvey Park,39.67351,-105.04135,Private room,45.0,151,30
-2147483648,Gateway - Green Valley Ranch,39.79067,-104.76144,Private room,33.0,359,2
-2147483648,Harvey Park,39.67497849183216,-105.02907680972034,Entire home/apt,108.0,227,2
-2147483648,Five Points,39.7637655,-104.9738904,Entire home/apt,100.0,361,1
-2147483648,Northeast Park Hill,39.762234,-104.9220279,Entire home/apt,76.0,120,7
-2147483648,Virginia Village,39.68133919311043,-104.92761230574531,Entire home/apt,85.0,242,1
-2147483648,West Highland,39.76365732984357,-105.04320929409776,Entire home/apt,249.0,97,1
-2147483648,Harvey Park,39.6725539,-105.0490508,Entire home/apt,66.0,347,1
-2147483648,Highland,39.7643031,-105.0114654,Entire home/apt,168.0,169,1
-2147483648,Harvey Park,39.67522302089293,-105.0398484095908,Private room,35.0,365,30
-2147483648,Sunnyside,39.77597,-105.00331,Entire home/apt,80.0,58,6
-2147483648,Washington Park West,39.69992,-104.97885,Entire home/apt,240.0,92,1
-2147483648,Cherry Creek,39.7142,-104.9422,Entire home/apt,198.0,353,85
-2147483648,East Colfax,39.74495,-104.8951,Entire home/apt,68.0,39,2
-2147483648,Berkeley,39.7785418,-105.0459549,Entire home/apt,192.0,274,1
-2147483648,Jefferson Park,39.75171,-105.02138,Entire home/apt,180.0,79,1
-2147483648,Whittier,39.7614072,-104.9613142,Entire home/apt,76.0,340,1
-2147483648,Sloan Lake,39.7553644,-105.048093,Entire home/apt,130.0,123,1
-2147483648,Marston,39.62658800200224,-105.09596358511128,Entire home/apt,128.0,56,1
-2147483648,Mar Lee,39.69184,-105.04874,Entire home/apt,65.0,269,2
-2147483648,Cole,39.76270271567261,-104.96561272589412,Entire home/apt,75.0,305,40
-2147483648,Northeast Park Hill,39.76763700678146,-104.9269880161212,Entire home/apt,150.0,179,1
-2147483648,Stapleton,39.7637095,-104.8932974,Entire home/apt,114.0,93,19
-2147483648,CBD,39.74891064090447,-104.99128126227237,Entire home/apt,55.0,364,1
-2147483648,Jefferson Park,39.7483706,-105.0243917,Entire home/apt,9999.0,362,1
-2147483648,Lincoln Park,39.73052,-104.99418,Entire home/apt,165.0,311,1
-2147483648,Union Station,39.7550852,-105.0011372,Entire home/apt,118.0,146,1
-2147483648,Cole,39.76861618859498,-104.96402184077004,Entire home/apt,66.0,262,1
-2147483648,Jefferson Park,39.7510856624256,-105.01883718725176,Entire home/apt,143.0,78,1
-2147483648,West Colfax,39.734594378537125,-105.03795190955866,Entire home/apt,110.0,173,1
-2147483648,Belcaro,39.70386038246502,-104.95300632173873,Entire home/apt,525.0,304,1
-2147483648,Five Points,39.76188137676585,-104.97742162140382,Entire home/apt,182.0,349,1
-2147483648,West Colfax,39.73809338509739,-105.0413443237737,Entire home/apt,131.0,108,1
-2147483648,Virginia Village,39.6829394,-104.9168247,Entire home/apt,94.0,365,1
-2147483648,Capitol Hill,39.7358578,-104.9808198,Entire home/apt,186.0,354,1
-2147483648,Mar Lee,39.68997059857433,-105.0482766290046,Entire home/apt,145.0,267,2
-2147483648,Five Points,39.7534126,-104.988762,Entire home/apt,145.0,273,1
-2147483648,Globeville,39.77062713095096,-104.99784819757336,Entire home/apt,76.0,88,1
-2147483648,North Park Hill,39.7612677,-104.914954,Entire home/apt,185.0,180,9
-2147483648,Lincoln Park,39.73349677382451,-105.00150349186846,Entire home/apt,200.0,11,1
-2147483648,Stapleton,39.75832175867324,-104.8932009190321,Entire home/apt,120.0,226,1
-2147483648,Harvey Park,39.67923,-105.03996,Private room,45.0,120,1
-2147483648,Stapleton,39.80127,-104.88224,Entire home/apt,150.0,89,1
-2147483648,Baker,39.7176944,-104.9937697,Entire home/apt,60.0,205,1
-2147483648,Union Station,39.75304980271545,-104.99888140413196,Entire home/apt,238.0,30,22
-2147483648,Five Points,39.75770073233991,-104.98487561277874,Entire home/apt,239.0,253,1
-2147483648,Five Points,39.7544132028404,-104.98293239056514,Entire home/apt,203.0,5,1
-2147483648,Union Station,39.75183,-104.99517,Entire home/apt,199.0,326,1
-2147483648,Speer,39.71994,-104.98687,Entire home/apt,99.0,89,17
-2147483648,West Colfax,39.7433013,-105.0313015,Entire home/apt,155.0,163,1
-2147483648,Highland,39.764322991317655,-105.0079009199914,Entire home/apt,752.0,41,1
-2147483648,Stapleton,39.75177082334685,-104.89283563931512,Private room,60.0,332,1
-2147483648,Cole,39.76722855596773,-104.96945227212385,Entire home/apt,103.0,160,1
-2147483648,Whittier,39.75395,-104.97224,Entire home/apt,195.0,5,1
-2147483648,CBD,39.7448735,-104.9955682,Entire home/apt,172.0,363,28
-2147483648,Stapleton,39.810707,-104.875371,Entire home/apt,433.0,358,1
-2147483648,University,39.6863534,-104.9706293,Entire home/apt,110.0,345,1
-2147483648,City Park West,39.7487056,-104.9656829,Entire home/apt,75.0,335,1
-2147483648,Chaffee Park,39.79001,-105.02188,Entire home/apt,155.0,184,1
-2147483648,Baker,39.7119081,-104.9915627,Entire home/apt,90.0,79,1
-2147483648,Belcaro,39.6976817,-104.9451206,Entire home/apt,350.0,263,1
-2147483648,Harvey Park,39.67413,-105.03936,Private room,44.0,274,30
-2147483648,Harvey Park,39.67343719596498,-105.0411403864716,Private room,38.0,365,30
-2147483648,CBD,39.74599,-104.99442,Entire home/apt,232.0,331,22
-2147483648,CBD,39.74561580035354,-104.9949115616906,Entire home/apt,232.0,364,22
-2147483648,CBD,39.74382567441467,-104.99651914563084,Entire home/apt,227.0,324,22
-2147483648,Five Points,39.7560472,-104.9838147,Entire home/apt,95.0,364,2
-2147483648,Five Points,39.75751,-104.97459,Entire home/apt,327.0,331,4
-2147483648,East Colfax,39.73849288029125,-104.89659491858606,Entire home/apt,80.0,33,3
-2147483648,University Hills,39.6701536,-104.9341853,Entire home/apt,221.0,112,1
-2147483648,Regis,39.789567882656506,-105.05638263104116,Entire home/apt,158.0,360,1
-2147483648,Sunnyside,39.78165830557246,-105.01323696724432,Entire home/apt,294.0,91,1
-2147483648,Five Points,39.75445,-104.97784,Entire home/apt,159.0,355,40
-2147483648,Sunnyside,39.77029644841535,-104.99905447433086,Entire home/apt,85.0,88,1
-2147483648,Villa Park,39.727,-105.03844,Entire home/apt,95.0,160,1
-2147483648,Overland,39.68129205040962,-104.99055248273216,Entire home/apt,100.0,363,1
-2147483648,Union Station,39.74880999208469,-104.99790600212032,Entire home/apt,147.0,350,22
-2147483648,Rosedale,39.669700532289546,-104.98597403967128,Private room,75.0,365,1
-2147483648,Highland,39.76489,-104.99956,Entire home/apt,89.0,337,2
-2147483648,City Park West,39.74690855961839,-104.96216681101691,Entire home/apt,63.0,179,1
-2147483648,Five Points,39.75784380214364,-104.9850715796946,Entire home/apt,200.0,35,1
-2147483648,College View - South Platte,39.67011,-105.02133,Entire home/apt,97.0,360,1
-2147483648,Highland,39.76414384603186,-104.99854545183716,Entire home/apt,78.0,329,2
-2147483648,Stapleton,39.80903363239566,-104.87365135505732,Entire home/apt,650.0,228,1
-2147483648,Westwood,39.710073,-105.0395089,Entire home/apt,120.0,61,1
-2147483648,Jefferson Park,39.74737,-105.02481,Entire home/apt,988.0,264,1
-2147483648,Barnum,39.71777,-105.039,Entire home/apt,83.0,54,8
-2147483648,Northeast Park Hill,39.7754218,-104.939432,Private room,55.0,90,1
-2147483648,Highland,39.76487,-105.01786,Entire home/apt,525.0,180,2
-2147483648,CBD,39.74448337192657,-104.98920178769684,Entire home/apt,93.0,335,1
-2147483648,Speer,39.7188027843478,-104.98133615703956,Entire home/apt,299.0,172,1
-2147483648,Union Station,39.75171835832844,-105.00332375313644,Entire home/apt,69.0,222,12
-2147483648,Globeville,39.777778902470544,-104.98431373390592,Private room,99.0,33,3
-2147483648,Capitol Hill,39.7358224456235,-104.9818863146711,Private room,92.0,67,2
-2147483648,Cherry Creek,39.71886,-104.95096,Entire home/apt,73.0,289,96
-2147483648,Five Points,39.75321751612237,-104.99028311904908,Entire home/apt,226.0,143,1
-2147483648,Capitol Hill,39.7382849807675,-104.97974909842014,Private room,47.0,268,1
-2147483648,Gateway - Green Valley Ranch,39.7826692,-104.7521167,Entire home/apt,393.0,317,1
-2147483648,Washington Park,39.6891492,-104.9608631,Entire home/apt,185.0,207,1
-2147483648,Highland,39.76578,-105.00313,Entire home/apt,73.0,332,1
-2147483648,Stapleton,39.765710371222376,-104.87920127073149,Entire home/apt,450.0,281,2
-2147483648,Highland,39.75984,-105.01383,Entire home/apt,165.0,339,1
-2147483648,CBD,39.745709,-104.992031,Entire home/apt,192.0,133,5
-2147483648,Hale,39.73632150981327,-104.9299328151442,Entire home/apt,295.0,40,2
-2147483648,West Colfax,39.73553,-105.03704,Entire home/apt,2333.0,155,1
-2147483648,North Park Hill,39.75732989278259,-104.9240411016307,Entire home/apt,274.0,27,1
-2147483648,Union Station,39.7550852,-105.0011372,Entire home/apt,220.0,97,1
-2147483648,Speer,39.72072788249454,-104.98450659887176,Entire home/apt,390.0,168,2
-2147483648,East Colfax,39.735211,-104.886169,Entire home/apt,75.0,271,1
-2147483648,Mar Lee,39.69113,-105.03405,Entire home/apt,197.0,363,1
-2147483648,Cole,39.76459702774004,-104.96006619675904,Entire home/apt,220.0,275,1
-2147483648,Cheesman Park,39.738575,-104.960092,Private room,55.0,88,1
-2147483648,North Park Hill,39.75653,-104.93078,Entire home/apt,125.0,204,19
-2147483648,Jefferson Park,39.7518716,-105.0202877,Entire home/apt,140.0,329,40
-2147483648,Speer,39.72296372480812,-104.97809171568876,Entire home/apt,54.0,191,1
-2147483648,Berkeley,39.77331894072932,-105.05289769572404,Entire home/apt,106.0,212,1
-2147483648,West Colfax,39.73889809999999,-105.04265763068848,Entire home/apt,161.0,357,1
-2147483648,Belcaro,39.71271628192659,-104.9506414309144,Entire home/apt,82.0,244,1
-2147483648,Sunnyside,39.77557,-105.0203,Private room,144.0,365,1
-2147483648,Cory - Merrill,39.68817003906044,-104.95443991905432,Entire home/apt,72.0,365,1
-2147483648,Baker,39.712362052519296,-104.98913539712096,Private room,40.0,362,1
-2147483648,Five Points,39.76690110678277,-104.98398442777594,Entire home/apt,54.0,9,96
-2147483648,Five Points,39.76439,-104.98207,Entire home/apt,83.0,261,96
-2147483648,Five Points,39.768402474380906,-104.98030420809718,Entire home/apt,56.0,28,96
-2147483648,Five Points,39.76872254017767,-104.97968542706964,Entire home/apt,79.0,305,96
-2147483648,Highland,39.75819413981861,-105.01979292695312,Entire home/apt,73.0,246,96
-2147483648,Globeville,39.78305896402123,-104.9787766857192,Entire home/apt,177.0,84,1
-2147483648,DIA,39.80237,-104.77057,Entire home/apt,87.0,364,85
-2147483648,Skyland,39.75633,-104.94089,Entire home/apt,323.0,89,1
-2147483648,University,39.67655929621549,-104.97028134234372,Private room,150.0,362,2
-2147483648,Jefferson Park,39.75318171206074,-105.02056227187464,Entire home/apt,207.0,227,1
-2147483648,Globeville,39.77621206207597,-104.98262893388711,Entire home/apt,249.0,159,3
-2147483648,Union Station,39.75172,-104.9955,Entire home/apt,151.0,321,1
-2147483648,Sunnyside,39.77586,-105.02264,Entire home/apt,98.0,357,85
-2147483648,Rosedale,39.66826,-104.9834,Entire home/apt,140.0,139,1
-2147483648,Barnum,39.71744549644218,-105.03777610337096,Entire home/apt,63.0,107,8
-2147483648,Westwood,39.71115,-105.04666,Entire home/apt,167.0,35,2
-2147483648,City Park,39.7421983,-104.9545531,Entire home/apt,115.0,213,48
-2147483648,Speer,39.718139,-104.9804636,Entire home/apt,127.0,297,48
-2147483648,North Capitol Hill,39.74119,-104.9797,Entire home/apt,90.0,57,2
-2147483648,CBD,39.7448735,-104.9955682,Entire home/apt,126.0,306,28
-2147483648,Westwood,39.71023,-105.0463,Entire home/apt,266.0,242,2
-2147483648,Cheesman Park,39.73938714995192,-104.96454031534424,Entire home/apt,166.0,33,1
-2147483648,Speer,39.718139,-104.9804636,Entire home/apt,108.0,206,48
-2147483648,Speer,39.71812,-104.98046,Entire home/apt,149.0,305,48
-2147483648,Berkeley,39.77072925402503,-105.0482113796746,Entire home/apt,95.0,364,1
-2147483648,Gateway - Green Valley Ranch,39.79787,-104.80166,Entire home/apt,137.0,89,85
-2147483648,East Colfax,39.73591281452261,-104.89759410164832,Entire home/apt,77.0,79,1
-2147483648,Jefferson Park,39.75778,-105.025,Entire home/apt,77.0,306,96
-2147483648,Barnum,39.7167513,-105.0387672,Entire home/apt,63.0,51,8
-2147483648,Baker,39.71383438189292,-104.99341768046594,Entire home/apt,76.0,240,96
-2147483648,Baker,39.71348,-104.99215,Entire home/apt,75.0,225,96
-2147483648,Baker,39.71172614909202,-104.99350540010784,Entire home/apt,84.0,332,96
-2147483648,Gateway - Green Valley Ranch,39.79243616310419,-104.77948087301635,Private room,50.0,362,1
-2147483648,Platt Park,39.68782978881799,-104.9789423806145,Entire home/apt,142.0,38,1
-2147483648,Platt Park,39.68169,-104.9748,Entire home/apt,174.0,41,2
-2147483648,Berkeley,39.7752127,-105.0466018,Entire home/apt,490.0,242,1
-2147483648,Sloan Lake,39.747306216706,-105.02524440728182,Private room,49.0,359,15
-2147483648,Jefferson Park,39.74941,-105.0239,Private room,25.0,159,15
-2147483648,Washington Park,39.69008,-104.96063,Entire home/apt,59.0,310,1
-2147483648,DIA,39.8173699,-104.7681831,Private room,50.0,89,3
-2147483648,Athmar Park,39.69896,-105.01833,Entire home/apt,113.0,119,85
-2147483648,Gateway - Green Valley Ranch,39.79097394488837,-104.77562582125373,Entire home/apt,178.0,365,2
-2147483648,Barnum,39.712211,-105.0376369,Entire home/apt,211.0,358,1
-2147483648,Capitol Hill,39.73804630958895,-104.97818923743482,Entire home/apt,89.0,364,3
-2147483648,Five Points,39.75606970500747,-104.9824333786686,Entire home/apt,297.0,300,1
-2147483648,Capitol Hill,39.7337,-104.97473,Entire home/apt,110.0,262,1
-2147483648,Union Station,39.7554048,-105.0010236,Entire home/apt,457.0,260,1
-2147483648,Speer,39.71487,-104.9818,Entire home/apt,125.0,209,1
-2147483648,Civic Center,39.737118587420056,-104.99296031761004,Entire home/apt,52.0,365,1
-2147483648,Cheesman Park,39.739659740557386,-104.96104656375304,Entire home/apt,112.0,10,1
-2147483648,Villa Park,39.72748276033699,-105.02873973070352,Entire home/apt,80.0,77,1
-2147483648,Gateway - Green Valley Ranch,39.79764,-104.75632,Private room,45.0,83,1
-2147483648,Five Points,39.76530723511903,-104.9803999818556,Entire home/apt,354.0,92,42
-2147483648,Athmar Park,39.70407601080596,-105.01388546627044,Entire home/apt,169.0,365,1
-2147483648,North Park Hill,39.7612832,-104.9190354,Entire home/apt,77.0,171,42
-2147483648,Northeast Park Hill,39.76295307476532,-104.90667048170226,Private room,43.0,65,4
-2147483648,Northeast Park Hill,39.76243906128422,-104.9066140789468,Private room,47.0,56,4
-2147483648,Northeast Park Hill,39.7621663,-104.9077597,Private room,29.0,79,4
-2147483648,Baker,39.7119049,-104.9914224,Entire home/apt,99.0,163,1
-2147483648,Gateway - Green Valley Ranch,39.79069,-104.76758,Private room,47.0,83,1
-2147483648,Capitol Hill,39.73807,-104.97553,Private room,54.0,363,1
-2147483648,DIA,39.8183841209611,-104.76855309971737,Private room,50.0,89,3
-2147483648,Belcaro,39.7126048,-104.950704,Entire home/apt,130.0,212,1
-2147483648,University,39.67842934118902,-104.9725360907334,Entire home/apt,200.0,364,2
-2147483648,West Colfax,39.73654541573811,-105.036893769009,Entire home/apt,49.0,167,2
-2147483648,Cherry Creek,39.71564282518544,-104.94121797301638,Entire home/apt,148.0,84,1
-2147483648,West Colfax,39.73902,-105.03715,Entire home/apt,52.0,209,96
-2147483648,West Colfax,39.74128,-105.03758,Entire home/apt,57.0,335,96
-2147483648,Five Points,39.76348749250912,-104.99203371376804,Entire home/apt,192.0,211,12
-2147483648,Five Points,39.765376729715406,-104.9908359593668,Entire home/apt,198.0,297,12
-2147483648,Five Points,39.76467757050127,-104.99019254811104,Entire home/apt,197.0,292,12
-2147483648,Five Points,39.76354,-104.9918,Entire home/apt,240.0,229,12
-2147483648,Cheesman Park,39.73814,-104.96287,Entire home/apt,140.0,214,3
-2147483648,West Colfax,39.736314,-105.0510883,Entire home/apt,164.0,357,1
-2147483648,Highland,39.76628,-105.01007,Entire home/apt,280.0,341,85
-2147483648,Washington Virginia Vale,39.7029691,-104.9188929,Entire home/apt,286.0,325,7
-2147483648,Chaffee Park,39.78706,-105.01732,Entire home/apt,148.0,171,1
-2147483648,Lincoln Park,39.73456789999999,-105.0019467,Entire home/apt,229.0,55,42
-2147483648,Mar Lee,39.68536,-105.04355,Private room,49.0,339,30
-2147483648,Globeville,39.78892,-104.98364,Private room,85.0,364,1
-2147483648,Mar Lee,39.68660157570594,-105.0428518023995,Private room,46.0,363,30
-2147483648,Mar Lee,39.68577,-105.04324,Private room,50.0,339,30
-2147483648,Hale,39.73119,-104.93347,Entire home/apt,55.0,123,18
-2147483648,Regis,39.784915877745824,-105.05981129522657,Entire home/apt,65.0,176,2
-2147483648,Cheesman Park,39.7383,-104.96219,Entire home/apt,176.0,174,3
-2147483648,Montclair,39.73837377802889,-104.9211655650922,Entire home/apt,70.0,270,4
-2147483648,Five Points,39.76053,-104.97429,Entire home/apt,217.0,364,1
-2147483648,University Hills,39.6557,-104.92205,Entire home/apt,50.0,71,1
-2147483648,Highland,39.76375,-105.01301,Entire home/apt,331.0,299,1
-2147483648,West Colfax,39.73981,-105.03752,Entire home/apt,49.0,360,96
-2147483648,Northeast Park Hill,39.76265,-104.92025,Entire home/apt,116.0,348,85
-2147483648,Chaffee Park,39.78934,-105.02308,Entire home/apt,75.0,356,1
-2147483648,Five Points,39.7539218,-104.9857545,Entire home/apt,391.0,230,3
-2147483648,CBD,39.7446895,-104.9933772,Entire home/apt,80.0,212,1
-2147483648,Union Station,39.75047,-104.99459,Entire home/apt,286.0,292,1
-2147483648,Cory - Merrill,39.69272931713326,-104.95763919720504,Entire home/apt,225.0,261,1
-2147483648,University Hills,39.6753492027784,-104.93601462461594,Entire home/apt,111.0,325,2
-2147483648,West Highland,39.76554234011544,-105.0289637437978,Entire home/apt,269.0,141,10
-2147483648,Berkeley,39.77807,-105.05071,Entire home/apt,207.0,44,1
-2147483648,Regis,39.79084736238023,-105.0407538687134,Entire home/apt,122.0,158,12
-2147483648,Sunnyside,39.7757505,-105.0063243,Entire home/apt,191.0,351,1
-2147483648,South Park Hill,39.745829411711554,-104.92252075291528,Entire home/apt,300.0,362,1
-2147483648,West Colfax,39.73718,-105.03766,Entire home/apt,59.0,360,96
-2147483648,Cole,39.76655,-104.97031,Entire home/apt,90.0,136,3
-2147483648,Berkeley,39.77318,-105.02685,Private room,61.0,89,1
-2147483648,Stapleton,39.7568747,-104.8890099,Entire home/apt,150.0,365,1
